Episode Number,Scene Number,Scene Description
4X24,Scene 23,FBI HEADQUARTERS
4X24,Scene 24,OUTSIDE WAREHOUSE - NIGHT
4X24,Scene 25,WAREHOUSE
4X24,Scene 26,MULDER'S APARTMENT
4X24,Scene 27,
5X01,Scene 1,"FELLS POINT INDUSTRIAL PARK BALTIMORE, MD NIGHT"
5X01,Scene 2,HOMICIDE UNIT BALTIMORE CITY POLICE DEPARTMENT MAY 1989
5X01,Scene 3,INTERROGATION ROOM Byers is sitting at the table as Munch walks around him and sits across from him.
5X01,Scene 4,"BALTIMORE CONVENTION CENTER - COMPUTER AND ELECTRONICS SHOW Lots of booths around. Byers stands at his, blue curtain with an FCC sign."
5X01,Scene 5,
5X01,Scene 6,FCC BOOTH BEHIND CURTAIN Ken is still playing Dig Dug. Byers comes up behind him.
5X01,Scene 7,"OTHER SIDE OF CURTAIN There is a group of people stopped, looking at booths and walking around. There is one man with his back to the curtain that's just looking at the people. He turns and his body faces the curtain, but his face is still scanning the crowd. It's Mulder!"
5X01,Scene 8,FROHIKE'S BOOTH Mulder passes in front of Frohike's booth.
5X01,Scene 9,INTERROGATION ROOM Byers is still relating the events to Munch.
5X01,Scene 10,FROHIKE'S BOOTH
5X01,Scene 11,BASEMENT Frohike and Byers follow Mulder to the basement. Mulder turns and surprises them.
5X01,Scene 12,CONVENTION CENTER Frohike and Byers make their way back the main floor.
5X01,Scene 13,"DARK ROOM - LOCATION UNKNOWN Men seated around a table, we hear Langly's voice as the camera pans over the men's faces."
5X01,Scene 14,HOTEL ROOM Langly and a lot of computer equipment are jammed into a hotel room with Byers and Frohike.
5X01,Scene 15,
5X01,Scene 16,INTERROGATION ROOM
5X01,Scene 17,WAREHOUSE
5X01,Scene 18,INTERROGATION ROOM
5X01,Scene 19,
5X01,Scene 19,CHECKOUT The officer on duty is doling out their belongings.
5X01,Scene 20,SIDEWALK OUTSIDE BALTIMORE GUARDIAN Susanne is walking out of the building dejected. The gunmen run down the sidewalk to her. Byers catches her.
5X01,Scene 21,CONVENTION CENTER The building is being cleaned up after the convention. The gunmen are sitting at the remains of their booths. Mulder walks in.
5X02,Scene 1,24 HOURS EARLIER THAN THE END OF GETHSEMANE MULDER'S APARTMENT
5X02,Scene 2,SCULLY'S APARTMENT
5X02,Scene 3,SCULLY'S DINING ROOM
5X02,Scene 4,MULDER'S APARTMENT BUILDING 6:47 AM
5X02,Scene 5,HALLWAY
5X02,Scene 6,DEPARTMENT OF DEFENSE
5X02,Scene 7,FBI HEADQUARTERS WASHINGTON DC 8:41 AM BLEVINS' OFFICE
5X02,Scene 8,DEPARTMENT OF DEFENSE
5X02,Scene 9,OFFICE IN DEPARTMENT OF DEFENSE
5X02,Scene 10,MULDER'S APARTMENT 10:02 am
5X02,Scene 11,X FILES OFFICE
5X02,Scene 12,DEPARTMENT OF DEFENSE 11:04 am
5X02,Scene 13,RACE TRACK 12:11 PM
5X02,Scene 14,PALEOCLIMATOLOGY LAB AMERICAN UNIVERSITY
5X02,Scene 15,LEVEL 4
5X02,Scene 16,AMERICAN UNIVERSITY 2:04 PM
5X02,Scene 17,HALLWAY
5X02,Scene 18,LATER
5X02,Scene 19,
5X02,Scene 20,LOCATION UNKNOWN
5X02,Scene 21,AMERICAN UNIVERSITY
5X02,Scene 22,PENTAGON FILE ROOM
5X02,Scene 23,AMERICAN UNIVERSITY
5X02,Scene 24,PENTAGON FILE ROOM
5X02,Scene 25,FBI HEADQUARTERS
5X02,Scene 26,
5X02,Scene 27,LONE GUNMEN'S OFFICE
5X03,Scene 1,TRINITY HOSPITAL EMERGENCY MEDICAL UNIT WASHINGTON 5:13 AM
5X03,Scene 2,"FBI HEADQUARTERS WASHINGTON,DC 9:15 AM BLEVIN'S OFFICE"
5X03,Scene 3,
5X03,Scene 4,
5X03,Scene 5,
5X03,Scene 6,
5X03,Scene 7,
5X03,Scene 8,
5X03,Scene 9,
5X03,Scene 10,
5X03,Scene 11,STAIRWELL 10:30
5X03,Scene 12,
5X03,Scene 13,RESTAURANT 9:33 PM
5X03,Scene 14,RESTAURANT
5X03,Scene 15,HOSPITAL
5X03,Scene 16,
5X03,Scene 17,
5X03,Scene 18,
5X03,Scene 19,
5X03,Scene 20,
5X03,Scene 21,SCULLY'S ROOM
5X03,Scene 22,FBI HEADQUARTERS WASHINGTON DC
5X03,Scene 23,
5X03,Scene 24,
5X03,Scene 25,
5X03,Scene 26,TRINITY HOSPITAL 12:00 AM
5X04,Scene 1,LEON COUNTY NORTH FL
5X04,Scene 2,
5X04,Scene 3,ROUTE 43 LEON COUNTY
5X04,Scene 4,ASEKOFF RESIDENCE 9:22 PM
5X04,Scene 5,
5X04,Scene 6,
5X04,Scene 7,
5X04,Scene 8,
5X04,Scene 9,
5X04,Scene 10,
5X04,Scene 11,
5X04,Scene 12,
5X04,Scene 13,
5X05,Scene 1,
5X05,Scene 2,SIM'S HOUSE
5X05,Scene 3,OUTSIDE
5X05,Scene 4,INSIDE HOUSE
5X05,Scene 5,BILL SCULLY'S
5X05,Scene 6,MULDER'S APARTMENT
5X05,Scene 7,BILL'S HOUSE
5X05,Scene 8,KITCHEN
5X05,Scene 9,NURSERY
5X05,Scene 10,BASEMENT
5X05,Scene 11,NURSERY
5X05,Scene 12,SIM'S RESIDENCE 2:54 AM
5X05,Scene 13,POLICE STATION
5X05,Scene 14,BILL SCULLY'S HOUSE
5X05,Scene 15,NEXT MORNING
5X05,Scene 16,POLICE DEPARTMENT
5X05,Scene 17,AUTOPSY ROOM - HOSPITAL
5X05,Scene 18,POLICE STATION
5X05,Scene 19,SIM HOUSE
5X05,Scene 20,BILL SCULLY'S HOUSE
5X05,Scene 21,PAST IN SCULLY HOUSE
5X05,Scene 22,SCULLY'S BEDROOM / NURSERY
5X05,Scene 23,DINING ROOM
5X05,Scene 24,TRANSGEN PHARMACEUTICALS
5X05,Scene 25,SIM HOUSE
5X05,Scene 26,OUTSIDE SIM HOUSE
5X05,Scene 27,BILL SCULLY'S HOUSE
5X05,Scene 28,KITCHEN
5X05,Scene 29,SAN DIEGO COUNTY JAIL
5X05,Scene 30,INSIDE JAIL
5X05,Scene 31,BILL SCULLY'S HOUSE
5X05,Scene 32,NURSERY
5X05,Scene 33,FOYER
5X05,Scene 34,LIVING ROOM
5X05,Scene 35,IN THE PAST
5X05,Scene 36,PRESENT DAY
5X06,Scene 1,
5X06,Scene 2,
5X06,Scene 3,
5X06,Scene 4,
5X06,Scene 5,
5X06,Scene 6,
5X06,Scene 7,
5X06,Scene 8,
5X06,Scene 9,
5X06,Scene 10,
5X06,Scene 11,
5X06,Scene 12,
5X06,Scene 13,
5X06,Scene 14,
5X06,Scene 15,
5X06,Scene 16,
5X06,Scene 17,
5X06,Scene 18,
5X06,Scene 19,
5X06,Scene 20,
5X07,Scene 1,DARK DESERT NIGHT - DREAM
5X07,Scene 2,SAN DIEGO COUNTY CHILDREN'S CENTER
5X07,Scene 3,PLAYROOM
5X07,Scene 4,SAN DIEGO HALL OF JUSTICE
5X07,Scene 5,BILL SCULLY RESIDENCE 10:16 PM
5X07,Scene 6,SAN DIEGO COUNTY CHILDREN'S CENTER
5X07,Scene 7,HOSPITAL
5X07,Scene 8,QUARANTINE WARD 7:31 AM
5X07,Scene 9,TRANSGEN PHARMACEUTICALS
5X07,Scene 10,OUTSIDE
5X07,Scene 11,HOSPITAL
5X07,Scene 12,X RAY ROOM
5X07,Scene 13,STREET
5X07,Scene 14,MEANWHILE
5X07,Scene 15,MEANWHILE
5X07,Scene 16,CORRIDOR OF HOSPITAL
5X07,Scene 17,EMILY'S ROOM
5X07,Scene 17,TRANSGEN PHARMACEUTICALS 7:02 PM
5X07,Scene 18,HOUSE NIGHT
5X07,Scene 19,HOSPITAL
5X07,Scene 20,LONE GUNMEN'S OFFICE
5X07,Scene 21,HOSPITAL
5X07,Scene 22,NURSERY?
5X07,Scene 23,HALLWAY
5X07,Scene 24,OUTSIDE
5X07,Scene 25,INSIDE
5X07,Scene 26,OUTSIDE
5X07,Scene 27,HOSPITAL
5X07,Scene 28,HALLWAY
5X07,Scene 29,EMILY'S ROOM
5X07,Scene 30,DISSOLVE TO CHURCH
5X08,Scene 1,"LORTON PENITENTIARY HOSPITAL WARD LORTON, VIRGINIA"
5X08,Scene 2,A LARGE ROOM IN LORTON PENITENTIARY
5X08,Scene 3,"OCCOQUAN, VIRGINIA 9:13 AM"
5X08,Scene 4,LORTON PENITENTIARY
5X08,Scene 5,INSIDE A HOUSE
5X08,Scene 6,"COMMERCIAL PROPERTY, 214 CHANNEL AVENUE, FALLS CHURCH"
5X08,Scene 7,OUTSIDE THE BUILDINGS ON CHANNEL AVENUE
5X08,Scene 8,"FBI SAFE HOUSE ANNANDALE, VIRGINIA"
5X08,Scene 9,LORTON PENITENTIARY
5X08,Scene 10,FBI SAFE HOUSE IN ANNANDALE
5X08,Scene 11,CHAIN BRIDGE MALL
5X08,Scene 12,FBI SAFE HOUSE
5X08,Scene 13,OUTSIDE LINDA BOWMAN'S ROOM AT THE SAFE HOUSE
5X08,Scene 14,ANNANDALE COMMUNITY MEDICAL CENTER
5X08,Scene 15,214 CHANNEL AVENUE
5X08,Scene 16,SKINNER'S OFFICE
5X09,Scene 1,"COATS GROVE, MICHIGAN 10:05 PM"
5X09,Scene 2,DEPARTMENT OF THE CORONER 11:08 AM
5X09,Scene 3,
5X09,Scene 4,
5X09,Scene 5,
5X09,Scene 6,
5X09,Scene 7,
5X09,Scene 8,
5X09,Scene 9,
5X09,Scene 10,
5X09,Scene 11,
5X09,Scene 12,
5X09,Scene 13,
5X09,Scene 14,
5X09,Scene 15,
5X09,Scene 16,
5X09,Scene 17,
5X09,Scene 18,
5X09,Scene 19,
5X09,Scene 20,
5X09,Scene 21,
5X09,Scene 22,KARIN MATTHEWS’ RESIDENCE 8:43 PM
5X09,Scene 23,
5X10,Scene 1,
5X10,Scene 2,
5X10,Scene 3,
5X10,Scene 4,
5X10,Scene 5,MELISSA TURNER RESIDENCE 2:08 PM
5X10,Scene 6,
5X10,Scene 7,
5X10,Scene 8,SHOODIC LAKE RANGER’S STATION 11:06 PM
5X10,Scene 9,
5X10,Scene 10,
5X10,Scene 11,
5X10,Scene 12,
5X10,Scene 13,
5X10,Scene 14,
5X10,Scene 15,
5X10,Scene 16,
5X10,Scene 17,
5X10,Scene 18,
5X10,Scene 19,
5X10,Scene 20,
5X11,Scene 1,
5X11,Scene 2,"LOGAN CIRCLE WASHINGTON, D.C."
5X11,Scene 3,"PETWORTH WASHINGTON, D.C."
5X11,Scene 4,"7th AND KENNEDY WASHINGTON, D.C."
5X11,Scene 5,
5X11,Scene 6,
5X11,Scene 7,
5X11,Scene 8,
5X11,Scene 9,
5X11,Scene 10,
5X11,Scene 11,
5X11,Scene 12,"FAIRFAX COUNTY, VIRGINIA"
5X11,Scene 13,
5X11,Scene 14,
5X11,Scene 15,DAVID MARKHAM RESIDENCE
5X11,Scene 16,
5X11,Scene 17,
5X11,Scene 18,
5X11,Scene 19,
5X11,Scene 20,
5X11,Scene 21,
5X11,Scene 22,
5X11,Scene 23,
5X11,Scene 24,
5X11,Scene 25,
5X11,Scene 26,"NORTH PLATTE, NEBRASKA"
5X12,Scene 1,"CHANEY, TEXAS FEBRUARY 10"
5X12,Scene 2,FBI HEADQUARTERS - X FILES OFFICE
5X12,Scene 3,YESTERDAY X FILES OFFICE
5X12,Scene 4,PEACEFUL SLUMBERS FUNERAL PARLOR
5X12,Scene 5,EXAMINATION ROOM
5X12,Scene 6,TODAY X FILES OFFICE
5X12,Scene 7,YESTERDAY EXAMINATION ROOM
5X12,Scene 8,SAM HOUSTON MOTOR LODGE - NIGHT
5X12,Scene 9,SCULLY'S ROOM
5X12,Scene 10,EXAMINATION ROOM
5X12,Scene 11,SCULLY'S ROOM
5X12,Scene 12,TODAY X FILES OFFICE
5X12,Scene 13,YESTERDAY SCULLY'S ROOM
5X12,Scene 14,TODAY X FILES OFFICE
5X12,Scene 15,YESTERDAY - MULDER'S VERSION X FILES OFFICE
5X12,Scene 16,PEACEFUL SLUMBERS FUNERAL HOME
5X12,Scene 17,TODAY X FILES OFFICE
5X12,Scene 18,EXAMINATION ROOM
5X12,Scene 19,TODAY X FILES OFFICE
5X12,Scene 20,CEMETERY - NIGHT
5X12,Scene 21,TODAY X FILES OFFICE
5X12,Scene 22,CEMETERY - NIGHT
5X12,Scene 23,ROLLING ACRES RV CAMP
5X12,Scene 24,TODAY X FILES OFFICE
5X12,Scene 25,ROLLING ACRES RV CAMP
5X12,Scene 26,SCULLY'S ROOM
5X12,Scene 27,TODAY X FILES OFFICE
5X12,Scene 28,SCULLY'S ROOM
5X12,Scene 29,FOREST - OPENING
5X12,Scene OF SHOW,
5X12,Scene 30,TODAY X FILES OFFICE
5X12,Scene 31,DALLAS FORT WORTH PATHOLOGY LAB
5X12,Scene 32,FBI HEADQUARTERS ASSISTANT DIRECTOR SKINNER'S RECEPTION AREA
5X12,Scene 33,CEMETERY - NIGHT
5X12,Scene 34,SHERIFF'S CAR
5X12,Scene 35,MOTOR HOME
5X12,Scene 36,NEXT MORNING - FRONT SEAT OF CAR
5X12,Scene 37,SKINNER'S OFFICE
5X13,Scene 1,
5X13,Scene 2,
5X13,Scene 3,
5X13,Scene 4,"TUNGUSKA GULAG, RUSSIA"
5X13,Scene 5,CASSANDRA SPENDER'S HOSPITAL ROOM
5X13,Scene 6,"TUNGUSKA GULAG, RUSSIA"
5X13,Scene 7,"UROFF-KOLTOFF STAR OF RUSSIA, LEAVING VLADIVOSTOK"
5X13,Scene 8,"FBI HEADQUARTERS, WASHINGTON, D.C."
5X13,Scene 9,"EAST 46TH STREET, NEW YORK CITY"
5X13,Scene 10,X-FILES OFFICE  Mulder is doodling on some paper. Scully enters and throws a newspaper on his desk.
5X13,Scene 11,20 Miles from Skyland Mountain National Park
5X13,Scene 12,
5X13,Scene 13,SKYLAND MOUNTAIN SUMMIT
5X13,Scene 14,SYNDICATE HEADQUARTERS
5X13,Scene 15,CASSANDRA SPENDER'S HOSPITAL ROOM
5X13,Scene 16,"UROFF-KOLTOFF STAR OF RUSSIA, NEW YORK HARBOR"
5X13,Scene 17,X-FILES OFFICE
5X13,Scene 18,CASSANDRA SPENDER'S ROOM
5X13,Scene 19,
5X14,Scene 1,
5X14,Scene 2,"RUSKIN DAM, PENNSYLVANIA 6:27 AM"
5X14,Scene 3,MEDICAL FACILITY
5X14,Scene 4,"WASHINGTON, D.C., 4:18 PM"
5X14,Scene 5,UROFF-KOLTOFF STAR OF RUSSIA NEW YORK HARBOR
5X14,Scene 6,
5X14,Scene 7,SCULLY'S HOSPITAL ROOM
5X14,Scene 8,MEDICAL FACILITY
5X14,Scene 9,"OFFICE OF DR. HEITZ WERBER SILVER SPRINGS, MARYLAND"
5X14,Scene 10,SKINNER'S OFFICE
5X14,Scene 11,MEDICAL FACILITY
5X14,Scene 12,X-FILES OFFICE
5X14,Scene 13,MULDER'S APARTMENT
5X14,Scene 14,WIEKAMP AIR FORCE BASE
5X14,Scene 15,TRUCK
5X14,Scene 16,"FBI HEADQUARTERS, WASHINGTON DC"
5X14,Scene 17,CANADA
5X15,Scene 1,"CALEDONIA, WISCONSIN NOVEMBER 17, 1990"
5X15,Scene 2,"WASHINGTON, D.C. NOVEMBER 21, 1990"
5X15,Scene 3,
5X15,Scene 4,
5X15,Scene 5,"LEESBURG, VA JUNE 24, 1952"
5X15,Scene 6,
5X15,Scene 7,10:54 PM
5X15,Scene 8,"1950’s FBI HEADQUARTERS WASHINGTON, D.C."
5X15,Scene 9,
5X15,Scene 10,
5X15,Scene 11,"CHEVY CHASE, MARYLAND 2:04 PM"
5X15,Scene 12,BAR
5X15,Scene 13,
5X15,Scene 14,FBI HEADQUARTERS
5X15,Scene 15,CORONER’S OFFICE
5X15,Scene 16,SKUR’S HOUSEHOLD
5X15,Scene 17,"FBI HEADQUARTERS WASHINGTON, DC"
5X15,Scene 18,
5X15,Scene 19,1990 DALES’ apartment
5X16,Scene 1,"SOUTHBRIDGE DISTRICT WILMINGTON, DELAWARE 6:35 PM"
5X16,Scene 2,PARADISE MOTEL HIGHWAY 13 10:49 PM
5X16,Scene 3,
5X16,Scene 4,
5X16,Scene 5,
5X16,Scene 6,
5X16,Scene 7,
5X16,Scene 8,
5X16,Scene 9,
5X16,Scene 10,"FRENCH ST. BUS TERMINAL WILMINGTON, DELAWARE"
5X16,Scene 11,
5X16,Scene 12,
5X16,Scene 13,
5X16,Scene 14,
5X16,Scene 15,
5X16,Scene 16,
5X16,Scene 17,
5X16,Scene 18,
5X16,Scene 19,
5X16,Scene 20,"WOMEN’S DETENTION CENTER FAIRVIEW, DELAWARE"
5X16,Scene 21,
5X16,Scene 22,"SOUTHBRIDGE DISTRICT WILMINGTON, DELAWARE"
5X16,Scene 23,
5X16,Scene 24,
5X16,Scene 25,
5X17,Scene 1,
5X17,Scene 2,
5X17,Scene 3,EASTER SUNDAY ONE WEEK EARLIER
5X17,Scene 4,
5X17,Scene 5,
5X17,Scene 6,"STATE PSYCHIATRIC HOSPITAL MOUNT LEBANON, VA"
5X17,Scene 7,
5X17,Scene 8,STATE PSYCHIATRIC HOSPITAL 1:04 AM
5X17,Scene 9,
5X17,Scene 10,
5X17,Scene 11,
5X17,Scene 12,
5X17,Scene 13,
5X17,Scene 14,
5X17,Scene 15,
5X17,Scene 16,
5X17,Scene 17,
5X17,Scene 18,
5X17,Scene 19,DISTRICT POLICE STATION 9:52 PM
5X17,Scene 20,
5X17,Scene 21,
5X17,Scene 22,
5X18,Scene 1,"FOLGER PARK WASHINGTON, DC"
5X18,Scene 2,
5X18,Scene 3,JOINT FBI/CIA COUNTER TERRORISM COUNCIL
5X18,Scene 4,"GABLES CORNER, OHIO"
5X18,Scene 5,"AARON BURR MOTOR COURT ANGOLA, DELAWARE"
5X18,Scene 6,
5X18,Scene 7,
5X18,Scene 8,
5X18,Scene 9,
5X18,Scene 10,
5X18,Scene 11,
5X18,Scene 12,
5X18,Scene 13,FBI HEADQUARTERS 3:14 AM
5X18,Scene 14,
5X18,Scene 15,
5X18,Scene 16,
5X18,Scene 17,
5X18,Scene 18,6:04 am
5X18,Scene 19,
5X18,Scene 20,"FIRST SOVEREIGN BANK OF PENNSYLVANIA HARRISBURG, PENNSYLVANIA"
5X18,Scene 21,
5X18,Scene 22,
5X18,Scene 23,
5X18,Scene 24,
5X18,Scene 25,
5X18,Scene 26,
5X19,Scene 1,"OAK BROOK, ILLINOIS"
5X19,Scene 2,FBI HEADQUARTERS 9:12 AM
5X19,Scene 3,
5X19,Scene 4,"FBI FIELD OFFICE CHICAGO, ILLINOIS"
5X19,Scene 5,12:14 PM
5X19,Scene 6,
5X19,Scene 7,
5X19,Scene 8,
5X19,Scene 9,"GARY LAMBERT RESIDENCE OAK BROOK, ILLINOIS"
5X19,Scene 10,
5X19,Scene 11,"FBI FORENSIC PATHOLOGY LAB QUANTICO, VIRGINIA"
5X19,Scene 12,
5X19,Scene 13,
5X19,Scene 14,"CALUMET MERCY HOSPITAL CHICAGO, ILLINOIS"
5X19,Scene 15,
5X19,Scene 16,
5X19,Scene 17,
5X19,Scene 18,"CAMDENTON, MISSOURI"
5X20,Scene 1,VANCOUVER BRITISH COLUMBIA
5X20,Scene 2,"LAURENTIAN MOUNTAINS QUEBEC, CANADA 6:39 AM   <b></b>"
5X20,Scene 3,"X-FILES OFFICE, WASHINGTON, DC"
5X20,Scene 4,FBI BRIEFING ROOM
5X20,Scene 5,NIGHT
5X20,Scene 6,
5X20,Scene 7,"INGET MURRAY PSYCHIATRIC HOSPITAL GAITHERSBURG, MARYLAND"
5X20,Scene 8,"FEDERAL DETENTION CENTER FT. MARLENE, MARYLAND"
5X20,Scene 9,INGET MURRAY PSYCHIATRIC HOSPITAL
5X20,Scene 10,
5X20,Scene 11,
5X20,Scene 12,
5X20,Scene 13,
5X20,Scene 14,
5X20,Scene 15,
5X20,Scene 16,"CENTERVILLE, VIRGINIA"
5X20,Scene 17,
5X20,Scene 18,
5X20,Scene 19,
5X20,Scene 20,
5X20,Scene 21,
5X20,Scene 22,
5X20,Scene 23,
5X20,Scene 24,
5X20,Scene 25,
6X01,Scene 1,
6X01,Scene 2,PHOENIX ARIZONA 5:46 PM
6X01,Scene 3,7:04 AM
6X01,Scene 4,
6X01,Scene 5,NEW YORK CITY
6X01,Scene 6,
6X01,Scene 7,
6X01,Scene 8,"PHOENIX, ARIZONA 4:58 PM"
6X01,Scene 9,ROLLING HILLS NUCLEAR POWER PLANT 60 MILES EAST OF PHOENIX
6X01,Scene 10,
6X01,Scene 11,CAMELBACK VIEW MOTEL 7:52 PM
6X01,Scene 12,
6X01,Scene 13,PHOENIX SAMARITAN MEDICAL CENTER
6X01,Scene 14,11:42 PM
6X01,Scene 15,
6X01,Scene 16,
6X01,Scene 17,
6X01,Scene 18,
6X01,Scene 19,
6X01,Scene 20,
6X02,Scene 1,
6X02,Scene 2,"BUHL, IDAHO"
6X02,Scene 3,"ELKO, NEVADA"
6X02,Scene 4,
6X02,Scene 5,
6X02,Scene 6,
6X02,Scene 7,
6X02,Scene 8,
6X02,Scene 9,
6X02,Scene 10,"CRUMP RESIDENCE MONTELLO, NEVADA"
6X02,Scene 11,
6X02,Scene 12,
6X02,Scene 13,
6X02,Scene 14,
6X02,Scene 15,
6X02,Scene 16,
6X02,Scene 17,
6X02,Scene 18,"LOLETA, CALIFORNIA"
6X02,Scene 19,
6X03,Scene 1,SARGASSO SEA 64 WEST by SOUTHWEST
6X03,Scene 2,
6X03,Scene 3,"FBI HEADQUARTERS WASHINGTON, DC"
6X03,Scene 4,
6X03,Scene 5,
6X03,Scene 6,
6X04,Scene 1,HIGHWAY 375 RURAL NEVADA 11:17 PM
6X04,Scene 2,
6X04,Scene 3,
6X04,Scene 4,
6X04,Scene 5,
6X04,Scene 6,
6X04,Scene 7,
6X04,Scene 8,2:04 AM
6X04,Scene 9,"FBI HEADQUARTERS WASHINGTON, DC 9:42 AM"
6X04,Scene 10,
6X04,Scene 11,
6X04,Scene 12,
6X04,Scene 13,
6X04,Scene 14,
6X04,Scene 15,
6X04,Scene 16,HIGHWAY 375 10:12 PM
6X04,Scene 17,
6X04,Scene 18,
6X04,Scene 19,
6X04,Scene 20,"AHEARN'S SERVICE STATION LINCOLN COUNTY, NEVADA"
6X05,Scene 1,
6X05,Scene 2,
6X05,Scene 3,
6X05,Scene 4,"FBI HEADQUARTERS WASHINGTON, DC"
6X05,Scene 5,
6X05,Scene 6,
6X05,Scene 7,"FLETCHER RESIDENCE RACHEL, NEVADA"
6X05,Scene 8,
6X05,Scene 9,
6X05,Scene 10,FLETCHER RESIDENCE 4:47 PM
6X05,Scene 11,
6X05,Scene 12,
6X05,Scene 13,
6X05,Scene 14,
6X05,Scene 15,
6X05,Scene 16,
6X05,Scene 17,
6X05,Scene 18,
6X05,Scene 19,
6X05,Scene 20,
6X05,Scene 21,
6X05,Scene 22,
6X06,Scene 1,"HOLLINS, VIRGINIA"
6X06,Scene 2,"HOLLINS, VIRGINIA"
6X06,Scene 3,"FBI HEADQUARTERS WASHINGTON, DC"
6X06,Scene 4,
6X06,Scene 5,"US DEPARTMENT OF AGRICULTURE WASHINGTON, DC 11:17 AM"
6X06,Scene 6,10:56 PM
6X06,Scene 7,6:57 AM
6X06,Scene 8,
6X06,Scene 9,
6X06,Scene 10,
6X06,Scene 11,ROANOKE COUNTY JAIL
6X06,Scene 12,
6X06,Scene 13,
6X06,Scene 14,ROANOKE COUNTY MEDICAL CENTER 10:02 PM
6X06,Scene 15,
6X06,Scene 16,
6X06,Scene 17,
6X06,Scene 18,
6X06,Scene 19,
6X06,Scene 20,
6X06,Scene 21,
6X07,Scene 1,"KRONER, KANSAS FEBRUARY 14 VALENTINES DAY"
6X07,Scene 2,"KRONER, KANSAS SIX MONTHS LATER"
6X07,Scene 3,
6X07,Scene 4,KPJK TELEVISION STUDIO 12:41 PM
6X07,Scene 5,MONROE FARM 4:07 PM
6X07,Scene 6,
6X07,Scene 7,
6X07,Scene 8,
6X07,Scene 9,
6X07,Scene 10,
6X07,Scene 11,
6X07,Scene 12,
6X07,Scene 13,
6X07,Scene 14,
6X07,Scene 15,KRONER HIGH SCHOOL 8:33 PM
6X07,Scene 16,EPILOGUE
6X08,Scene 1,CHRISTMAS EVE SOMEWHERE IN MARYLAND
6X08,Scene 2,
6X08,Scene 3,
6X08,Scene 4,
6X08,Scene 5,
6X08,Scene 5,
6X09,Scene 1,NEW YORK CITY
6X09,Scene 2,"FBI HEADQUARTERS WASHINGTON, DC"
6X09,Scene 3,"PACIFIC STREET, BROOKLYN"
6X09,Scene 4,
6X09,Scene 5,"15TH STREET PRECINCT, MANHATTAN"
6X09,Scene 6,"JEROME AVENUE, THE BRONX 2:18 AM"
6X09,Scene 7,
6X09,Scene 8,
6X09,Scene 9,"DEAN STREET, BROOKLYN 1:53 AM"
6X09,Scene 10,
6X09,Scene 11,
6X09,Scene 12,
6X09,Scene 13,FBI ARCHIVES 9:32 AM
6X09,Scene 14,
6X09,Scene 15,NYU MEDICAL CENTER ONE WEEK LATER
6X10,Scene 1,ST. KATHERINE'S HOSPITAL 9:29 PM
6X10,Scene 2,
6X10,Scene 3,SOUTH STREET GYM 24 HOURS EARLIER
6X10,Scene 4,
6X10,Scene 5,FBI HEADQUARTERS 10:21 PM
6X10,Scene 6,"CHEVY CHASE, MARYLAND 11:32 PM"
6X10,Scene 7,"1:06 AM 20 HOURS, 29 MINUTES REMAINING"
6X10,Scene 8,
6X10,Scene 9,
6X10,Scene 10,4:01 AM
6X10,Scene 11,EMBASSY ROW GARAGE 5:10 AM
6X10,Scene 12,"6:14 AM 15 HOURS, 21 MINUTES REMAINING"
6X10,Scene 13,
6X10,Scene 14,8:58 AM
6X10,Scene 15,
6X10,Scene 16,
6X10,Scene 17,FBI IMPOUND GARAGE 12:11 PM
6X10,Scene 18,2:04 PM
6X10,Scene 19,"5:32 PM 3 HOURS, 56 MINUTES REMANING"
6X10,Scene 20,5:56 PM
6X10,Scene 21,
6X10,Scene 22,THREE WEEKS LATER
6X10,Scene 23,
6X11,Scene 1,"POTOMAC YARD ARLINGTON, VIRGINIA"
6X11,Scene 2,
6X11,Scene 3,
6X11,Scene 4,"POTOMAC YARD, ARLINGTON, VIRGINIA"
6X11,Scene 5,
6X11,Scene 6,
6X11,Scene 7,"FBI HEADQUARTERS WASHINGTON, DC"
6X11,Scene 8,"ST.MARK'S MEDICAL CENTER ARLINGTON, VIRGINIA"
6X11,Scene 9,"SILVER SPRINGS, MARYLAND"
6X11,Scene 10,9:42 PM
6X11,Scene 11,
6X11,Scene 12,
6X11,Scene 13,
6X11,Scene 14,
6X11,Scene 15,
6X11,Scene 16,
6X11,Scene 17,
6X11,Scene 18,DOWNTOWN WASHINGTON 7:10 PM
6X11,Scene 19,
6X11,Scene 20,
6X11,Scene 21,
6X11,Scene 22,
6X11,Scene 23,
6X11,Scene 24,
6X12,Scene 1,
6X12,Scene 2,"OCTOBER  13, 1973 10:56 PM"
6X12,Scene 3,
6X12,Scene 4,
6X12,Scene 5,
6X12,Scene 6,EAST 40th STREET NEW YORK CITY
6X12,Scene 7,FORT MARLENE DECONTAMINATION FACILITY 9:02 PM
6X12,Scene 8,
6X12,Scene 9,
6X12,Scene 10,THE WATERGATE APARTMENTS 7:04 PM
6X12,Scene 11,EAST 46th STREET NEW YORK CITY
6X12,Scene 12,
6X12,Scene 13,
6X12,Scene 14,FORT MARLENE 10:13 PM
6X12,Scene 15,ROOM 36 CRYOLAB PURITY CONTROL
6X12,Scene 16,
6X12,Scene 17,
6X12,Scene 18,EL RICO AIR FORCE BASE 11:21 PM
6X12,Scene 19,
